;Gmt time;Open;High;Low;Close;Volume;trade_count;vwap;MACD;MACD_signal;MACD_hist;MACD_diff;MACD_slope;Signal_slope;EMA_5;MACD_Hist_volatility_5;EMA_10;MACD_Hist_volatility_10;EMA_20;MACD_Hist_volatility_20;EMA_50;MACD_Hist_volatility_50;EMA_100;MACD_Hist_volatility_100;Close_slope_pct;EMA_5_slope_pct;EMA_10_slope_pct;EMA_20_slope_pct;EMA_50_slope_pct;EMA_100_slope_pct
22;2024-09-12 14:00:00+00:00;230.105;230.54;226.61;227.255;89689;1129;229.019833;;;;;;;227.1207318266608;;225.53244481263474;;223.37775719402498;;220.3872382493854;;218.72049105741047;;0.016028077077837922;0.021739876310082923;0.016992823578221215;0.012462152316554214;0.007239147632498098;0.004246933078334514
23;2024-09-12 15:00:00+00:00;227.415;230.2;226.7;227.125;40219;645;228.253174;;;;;;;227.1221545511072;;225.8220003012466;;223.7346374612607;;220.6514642003899;;218.8869169770657;;0.010522334935041863;0.017973079080306577;0.015803399228692398;0.01227428313215503;0.007371264189407832;0.004375090958835956
24;2024-09-12 16:00:00+00:00;227.23;229.61;227.23;229.48;26438;486;228.588476;;;;;;;227.90810303407147;;226.48709115556537;;224.28181484590252;;220.9976812905707;;219.09668099732184;;0.005873586394319293;0.013879774728601215;0.013959416160492743;0.011646984531383816;0.007310190359103195;0.004406125050408542
25;2024-09-12 17:00:00+00:00;229.565;230.78;229.26;230.11;37337;561;230.178832;;;;;;;228.642068689381;;227.14580185455347;;224.8368800986737;;221.35502712231306;;219.31476652212734;;0.011294717412323203;0.013011084907591897;0.013467548448689562;0.011612637654117462;0.007472012504233537;0.004548292380467504
26;2024-09-12 18:00:00+00:00;230.125;230.125;227.47;229.3;45672;815;229.140702;;;;;;;228.86137912625404;;227.53747424463464;;225.26193913689525;;221.66659468614392;;219.5124939177288;;-0.0019586507072904837;0.007961914738444393;0.010605476948500196;0.010280829733839345;0.007085979998626592;0.004412837654749728
27;2024-09-12 19:00:00+00:00;229.34;230.23;228.9;229.8;74446;1423;229.614441;;;;;;;229.17425275083605;;227.94884256379197;;225.6941354095719;;221.98555175727552;;219.71620690945693;;0.011198873512134017;0.009041538866396831;0.010714191269308065;0.010369780074096353;0.007252296097478633;0.004552458012656437
28;2024-09-13 13:00:00+00:00;227.86;232.62;226.42;229.8;133133;1678;230.664302;;;;;;;229.38283516722404;;228.2854166431025;;226.08517013246984;;222.2920007079706;;219.9158859805568;;0.011777655476059488;0.009953589162558528;0.010908664074225366;0.010505895277909943;0.007434967692264207;0.004700915969312579
29;2024-09-13 14:00:00+00:00;230.32;230.615;226.89;229.54;99124;1592;228.799329;;;;;;;229.43522344481605;;228.51352270799293;;226.4142015484251;;222.5762359743247;;220.1064624957933;;0.000261460693742384;0.006700597260099495;0.008947227597336613;0.009507621935321335;0.007142856316571429;0.004608839777375714
30;2024-09-13 15:00:00+00:00;229.535;230.93;229.195;229.29;97305;1440;229.939032;;;;;;;229.3868156298774;;228.65470039744875;;226.68808711524176;;222.83952083807668;;220.28831472359937;;-0.0035635131024293666;0.003257261206414954;0.006642863440907715;0.00823355588173799;0.006706392599538027;0.004439045381715341
31;2024-09-13 16:00:00+00:00;229.19;229.5;227.57;228.68;71676;1056;228.327626;;;;;;;229.15121041991827;;228.6593003251853;;226.87779310426635;;223.0685592365835;;220.45448670927067;;-0.002703881378107303;0.001266405431841546;0.004930291523516499;0.007173222309824452;0.006324654161014219;0.0042912946535741524
32;2024-09-13 17:00:00+00:00;228.68;229.82;228.645;229.62;51693;864;229.134234;;;;;;;229.30747361327886;;228.83397299333342;;227.1389556657648;;223.32547848220767;;220.63598202195837;;-0.0007832898172324056;0.0005813081567572645;0.0038830222587936253;0.006401673900701664;0.006036098810598558;0.0041861960273166
33;2024-09-13 18:00:00+00:00;229.67;230.17;228.52;229.53;50216;964;229.386565;;;;;;;229.38164907551925;;228.9605233581819;;227.3666741737872;;223.56879305153288;;220.81210118984038;;-0.0011749347258486085;-5.170795382011749e-06;0.0029572923448493004;0.005668235738622271;0.005743761986467632;0.004075263618576506
34;2024-09-13 19:00:00+00:00;229.46;230.37;229.05;230.23;126336;1797;229.967087;2.5413154771829056;2.805288940899825;-0.26397346371691954;-0.26397346371691954;;;229.66443271701286;;229.19133729305787;;227.63937187152177;;223.83001685343356;;220.99859423558613;;0.003006012024048086;0.0009990151850068538;0.0029661902588193224;0.005411190264205399;0.0056330401743944014;0.0040531828537741415
35;2024-09-13 20:00:00+00:00;230.21;230.21;230.21;230.21;101;2;230.21;2.4773893066460744;2.739709014049075;-0.2623197074030008;-0.2623197074030008;-0.06392617053683125;-0.06557992685074998;229.8462884780086;;229.3765486943201;;227.8841935980435;;224.080212270946;;221.18099831012896;;0.004012386061319795;0.0020030481999130526;0.003156936182009916;0.0052764417311161405;0.005567645398819735;0.004052341984864951
36;2024-09-16 13:00:00+00:00;229.275;229.555;223.63;226.38;131948;1661;225.68191;2.1276583820693418;2.6172988876531287;-0.4896405055837869;-0.4896405055837869;-0.3497309245767326;-0.1224101263959465;228.6908589853391;;228.83172165898915;;227.7409370648965;;224.17040002502654;;221.28394883864127;;-0.010057722581773707;-0.0020089417539430636;0.0007540534478966415;0.0038044444492348036;0.004939471489007307;0.0037625096306815892
